asciiname,latitude,longitude,admin1 code,timezone
Mystic,41.35427,-71.96646,CT,America/New_York
Naugatuck,41.48593,-73.05066,CT,America/New_York
New Britain,41.66121,-72.77954,CT,America/New_York
New Canaan,41.14676,-73.49484,CT,America/New_York
New Fairfield,41.46648,-73.48568,CT,America/New_York
New Haven,41.30815,-72.92816,CT,America/New_York
New London,41.35565,-72.09952,CT,America/New_York
New Milford,41.57704,-73.40845,CT,America/New_York
New Preston,41.6751,-73.35179,CT,America/New_York
Newington,41.69788,-72.72371,CT,America/New_York
Niantic,41.32538,-72.19313,CT,America/New_York
Noank,41.32788,-71.99063,CT,America/New_York
North Branford,41.3276,-72.76732,CT,America/New_York
North Granby,41.99593,-72.82954,CT,America/New_York
North Grosvenor Dale,41.98565,-71.89868,CT,America/New_York
North Haven,41.39093,-72.85954,CT,America/New_York
North Stamford,41.13815,-73.54346,CT,America/New_York
Norwalk,41.1176,-73.4079,CT,America/New_York
Norwich,41.52426,-72.07591,CT,America/New_York
Oakville,41.59343,-73.08539,CT,America/New_York
Old Greenwich,41.02287,-73.56485,CT,America/New_York
Old Mystic,41.39149,-71.96174,CT,America/New_York
Old Saybrook,41.29177,-72.3762,CT,America/New_York
Orange,41.27843,-73.02566,CT,America/New_York
Oxford,41.43399,-73.11678,CT,America/New_York
Pawcatuck,41.37732,-71.83368,CT,America/New_York
Pemberwick,41.02565,-73.66068,CT,America/New_York
Plainfield,41.67649,-71.91507,CT,America/New_York
Plainville,41.67454,-72.85816,CT,America/New_York
Plymouth,41.67204,-73.05289,CT,America/New_York
Poquonock Bridge,41.3451,-72.0248,CT,America/New_York
Portland,41.57288,-72.64065,CT,America/New_York
Prospect,41.50232,-72.97872,CT,America/New_York
Preston City,41.52899,-71.97396,CT,America/New_York
Putnam,41.9151,-71.90896,CT,America/New_York
Quinebaug,42.02371,-71.9498,CT,America/New_York
Ridgefield,41.28148,-73.49818,CT,America/New_York
Riverside,41.03371,-73.57818,CT,America/New_York
Rockville,41.86676,-72.44953,CT,America/New_York
Salem,41.49038,-72.27536,CT,America/New_York
Salmon Brook,41.95649,-72.79537,CT,America/New_York
Saybrook Manor,41.28538,-72.39897,CT,America/New_York
Seymour,41.39676,-73.07594,CT,America/New_York
Shelton,41.31649,-73.09316,CT,America/New_York
Sherman,41.57926,-73.49568,CT,America/New_York
Sherwood Manor,42.01343,-72.56425,CT,America/New_York
Somers,41.98537,-72.4462,CT,America/New_York
South Windham,41.67954,-72.17036,CT,America/New_York
South Windsor,41.82371,-72.6212,CT,America/New_York
South Woodstock,41.93899,-71.95952,CT,America/New_York
Southbury,41.48148,-73.21317,CT,America/New_York
Southport,41.13649,-73.28345,CT,America/New_York
Southwood Acres,41.9626,-72.57148,CT,America/New_York
Stafford,41.98482,-72.28897,CT,America/New_York
Stafford Springs,41.95426,-72.3023,CT,America/New_York
Stamford,41.05343,-73.53873,CT,America/New_York
Storrs,41.80843,-72.24952,CT,America/New_York
Stratford,41.18454,-73.13317,CT,America/New_York
Suffield Depot,41.98121,-72.64981,CT,America/New_York
Terramuggus,41.6351,-72.47036,CT,America/New_York
Terryville,41.67815,-73.01094,CT,America/New_York
Thomaston,41.67399,-73.07316,CT,America/New_York
Thompson,41.95871,-71.86257,CT,America/New_York
Thompsonville,41.99704,-72.59898,CT,America/New_York
Tolland,41.87149,-72.36869,CT,America/New_York
Torrington,41.80065,-73.12122,CT,America/New_York
Trumbull,41.24287,-73.20067,CT,America/New_York
Uncasville,41.43454,-72.1098,CT,America/New_York
Wallingford,41.45704,-72.82316,CT,America/New_York
Washington,41.63148,-73.31067,CT,America/New_York
Waterbury,41.55815,-73.0515,CT,America/New_York
Watertown,41.60621,-73.11817,CT,America/New_York
Wauregan,41.74427,-71.90924,CT,America/New_York
Weatogue,41.84371,-72.82843,CT,America/New_York
West Hartford,41.76204,-72.74204,CT,America/New_York
West Haven,41.27065,-72.94705,CT,America/New_York
West Simsbury,41.87315,-72.85815,CT,America/New_York
West Torrington,41.81843,-73.14372,CT,America/New_York
Westport,41.14149,-73.3579,CT,America/New_York
Wethersfield,41.71427,-72.65259,CT,America/New_York
Willimantic,41.71065,-72.20813,CT,America/New_York
Wilton,41.19537,-73.4379,CT,America/New_York
Winchester Center,41.9001,-73.13483,CT,America/New_York
Windham,41.69982,-72.15702,CT,America/New_York
Windsor,41.8526,-72.6437,CT,America/New_York
Windsor Locks,41.92926,-72.62731,CT,America/New_York
Winsted,41.92121,-73.06011,CT,America/New_York
Wolcott,41.60232,-72.98677,CT,America/New_York
Woodbridge,41.3526,-73.00844,CT,America/New_York
Woodbury,41.54454,-73.209,CT,America/New_York
Woodmont,41.22815,-72.99149,CT,America/New_York
Ackley,42.55415,-93.05326,IA,America/Chicago
Adel,41.61443,-94.01745,IA,America/Chicago
Akron,42.82888,-96.55948,IA,America/Chicago
Albia,41.02667,-92.80575,IA,America/Chicago
Algona,43.06997,-94.23302,IA,America/Chicago
Allison,42.75275,-92.79519,IA,America/Chicago
Alta,42.67359,-95.29055,IA,America/Chicago
Alton,42.98749,-96.01057,IA,America/Chicago
Altoona,41.64416,-93.46466,IA,America/Chicago
Ames,42.03471,-93.61994,IA,America/Chicago
Anamosa,42.10834,-91.28516,IA,America/Chicago
Ankeny,41.72971,-93.60577,IA,America/Chicago
Aplington,42.58415,-92.88436,IA,America/Chicago
Arnolds Park,43.37274,-95.12388,IA,America/Chicago
Asbury,42.51445,-90.75152,IA,America/Chicago
Atkins,41.99694,-91.86213,IA,America/Chicago
Atlantic,41.4036,-95.01388,IA,America/Chicago
Audubon,41.71804,-94.93249,IA,America/Chicago
Avoca,41.47666,-95.33805,IA,America/Chicago
Baxter,41.8261,-93.15159,IA,America/Chicago
Bedford,40.66693,-94.72136,IA,America/Chicago
Belle Plaine,41.89694,-92.27824,IA,America/Chicago
Bellevue,42.25863,-90.42291,IA,America/Chicago
Belmond,42.84608,-93.6141,IA,America/Chicago
Bettendorf,41.52448,-90.51569,IA,America/Chicago
Bloomfield,40.75169,-92.41491,IA,America/Chicago
Blue Grass,41.50892,-90.76598,IA,America/Chicago
Bondurant,41.70054,-93.46216,IA,America/Chicago
Boone,42.0597,-93.88023,IA,America/Chicago
Britt,43.09774,-93.80189,IA,America/Chicago
Brooklyn,41.73361,-92.44546,IA,America/Chicago
Buffalo (historical),41.3111,-94.00356,IA,America/Chicago
Buffalo,41.45642,-90.72347,IA,America/Chicago
Burlington,40.80754,-91.11292,IA,America/Chicago
Camanche,41.78809,-90.25624,IA,America/Chicago
Carlisle,41.50082,-93.49105,IA,America/Chicago
Carroll,42.06582,-94.86693,IA,America/Chicago
Carter Lake,41.29055,-95.91807,IA,America/Chicago
Cascade,42.29862,-91.01486,IA,America/Chicago
Cedar Falls,42.52776,-92.44547,IA,America/Chicago
Cedar Rapids,42.00833,-91.64407,IA,America/Chicago
Center Point,42.19083,-91.78518,IA,America/Chicago
Centerville,40.73418,-92.87409,IA,America/Chicago
Centerville,42.09276,-93.93551,IA,America/Chicago
Central City,42.20388,-91.52406,IA,America/Chicago
Chariton,41.01389,-93.3066,IA,America/Chicago
Charles City,43.06636,-92.67241,IA,America/Chicago
Cherokee,42.74943,-95.55167,IA,America/Chicago
Clarinda,40.73981,-95.038,IA,America/Chicago
Clarion,42.73164,-93.73299,IA,America/Chicago
Clarksville,42.7847,-92.66769,IA,America/Chicago
Clear Lake,43.13802,-93.37937,IA,America/Chicago
Clinton,41.84447,-90.18874,IA,America/Chicago
Clive,41.60304,-93.72411,IA,America/Chicago
Colfax,41.67777,-93.2452,IA,America/Chicago
Columbus Junction,41.28003,-91.36071,IA,America/Chicago
Conrad,42.22471,-92.87465,IA,America/Chicago
Coon Rapids,41.87082,-94.67748,IA,America/Chicago
Coralville,41.6764,-91.58045,IA,America/Chicago
Corning,40.98999,-94.74081,IA,America/Chicago
Corydon,40.75695,-93.31882,IA,America/Chicago
Council Bluffs,41.26194,-95.86083,IA,America/Chicago
Cresco,43.38136,-92.11405,IA,America/Chicago
Creston,41.0586,-94.36135,IA,America/Chicago
Dakota City,42.72219,-94.19718,IA,America/Chicago
Dallas Center,41.68443,-93.96106,IA,America/Chicago
Davenport,41.52364,-90.57764,IA,America/Chicago
De Soto,41.53166,-94.00967,IA,America/Chicago
De Witt,41.82336,-90.53819,IA,America/Chicago
Decorah,43.30331,-91.78571,IA,America/Chicago
Denison,42.01777,-95.35528,IA,America/Chicago
Denver,42.67137,-92.3374,IA,America/Chicago
Des Moines,41.60054,-93.60911,IA,America/Chicago
Dike,42.46415,-92.62825,IA,America/Chicago
Dubuque,42.50056,-90.66457,IA,America/Chicago
Durant,41.59975,-90.9107,IA,America/Chicago
Dyersville,42.48444,-91.12291,IA,America/Chicago
Dysart,42.17166,-92.3063,IA,America/Chicago
Eagle Grove,42.66414,-93.90439,IA,America/Chicago
Earlham,41.49193,-94.12412,IA,America/Chicago
Eddyville,41.1565,-92.63739,IA,America/Chicago
Eldora,42.36082,-93.09965,IA,America/Chicago
Eldridge,41.65809,-90.58458,IA,America/Chicago
Elk Run Heights,42.46693,-92.25657,IA,America/Chicago
Elkader,42.85387,-91.40542,IA,America/Chicago
Ely,41.87362,-91.58518,IA,America/Chicago
Emmetsburg,43.11274,-94.68304,IA,America/Chicago
Epworth,42.445,-90.93208,IA,America/Chicago
Estherville,43.40163,-94.83276,IA,America/Chicago
Evansdale,42.46915,-92.28102,IA,America/Chicago
Fairbank,42.63915,-92.04712,IA,America/Chicago
Fairfax,41.91945,-91.78101,IA,America/Chicago
Fairfield,41.00863,-91.96267,IA,America/Chicago
Farley,42.44278,-91.00625,IA,America/Chicago
Fayette,42.84193,-91.80211,IA,America/Chicago
Forest City,43.26246,-93.63716,IA,America/Chicago
Fort Dodge,42.49747,-94.16802,IA,America/Chicago
Fort Madison,40.62976,-91.31515,IA,America/Chicago
Garner,43.10246,-93.60188,IA,America/Chicago
George,43.34386,-96.00224,IA,America/Chicago
Gilbert,42.10693,-93.64966,IA,America/Chicago
Glenwood,41.04694,-95.74251,IA,America/Chicago
Glidden,42.05693,-94.72887,IA,America/Chicago
Granger,41.7611,-93.82439,IA,America/Chicago
Greene,42.89581,-92.80242,IA,America/Chicago
Greenfield,41.30527,-94.46135,IA,America/Chicago
Grimes,41.68832,-93.79106,IA,America/Chicago
Grinnell,41.74305,-92.72241,IA,America/Chicago
Grundy Center,42.36165,-92.76853,IA,America/Chicago
Guthrie Center,41.67721,-94.5033,IA,America/Chicago
Guttenberg,42.78582,-91.09957,IA,America/Chicago
Hamburg,40.60445,-95.65777,IA,America/Chicago
Hampton,42.74192,-93.20242,IA,America/Chicago
Harlan,41.65304,-95.32555,IA,America/Chicago
Hartley,43.17997,-95.47695,IA,America/Chicago
Hawarden,42.99582,-96.48531,IA,America/Chicago
Hiawatha,42.03583,-91.68212,IA,America/Chicago
Holstein,42.48915,-95.545,IA,America/Chicago
Hudson,42.40665,-92.45547,IA,America/Chicago
Hull,43.18859,-96.13363,IA,America/Chicago
Humboldt,42.7208,-94.21524,IA,America/Chicago
Huxley,41.89527,-93.60077,IA,America/Chicago
Ida Grove,42.34499,-95.47167,IA,America/Chicago
Independence,42.4686,-91.88934,IA,America/Chicago
Indianola,41.35805,-93.55744,IA,America/Chicago
Iowa City,41.66113,-91.53017,IA,America/Chicago
Iowa Falls,42.52248,-93.25131,IA,America/Chicago
Jefferson,42.01526,-94.37747,IA,America/Chicago
Jesup,42.47554,-92.06379,IA,America/Chicago
Jewell,42.30693,-93.64022,IA,America/Chicago
Johnston,41.67304,-93.69772,IA,America/Chicago
Kalona,41.48307,-91.706,IA,America/Chicago
Keokuk,40.39727,-91.38487,IA,America/Chicago
Keosauqua,40.73031,-91.96239,IA,America/Chicago
Kingsley,42.58832,-95.96752,IA,America/Chicago
Knoxville,41.32083,-93.10937,IA,America/Chicago
La Porte City,42.31499,-92.19213,IA,America/Chicago
Lake City,42.26748,-94.73387,IA,America/Chicago
Lake Mills,43.4194,-93.53327,IA,America/Chicago
Lake Park,43.45552,-95.32083,IA,America/Chicago
Lake View,42.31165,-95.05332,IA,America/Chicago
Lamoni,40.62278,-93.93412,IA,America/Chicago
Laurens,42.84664,-94.85193,IA,America/Chicago
Le Claire,41.59864,-90.34346,IA,America/Chicago
Le Mars,42.79416,-96.16558,IA,America/Chicago
Lenox,40.88165,-94.56191,IA,America/Chicago
Leon,40.73972,-93.74772,IA,America/Chicago
Lisbon,41.92112,-91.38545,IA,America/Chicago
Logan,41.64305,-95.7889,IA,America/Chicago
Lone Tree,41.48808,-91.42599,IA,America/Chicago
Madrid,41.87665,-93.82328,IA,America/Chicago
Maharishi Vedic City,41.05252,-91.9949,IA,America/Chicago
Malvern,41.00278,-95.58528,IA,America/Chicago
Manchester,42.48415,-91.45543,IA,America/Chicago
Manly,43.28718,-93.20215,IA,America/Chicago
Manning,41.90915,-95.06499,IA,America/Chicago
Manson,42.52914,-94.53414,IA,America/Chicago
Mapleton,42.16582,-95.79306,IA,America/Chicago
Maquoketa,42.06891,-90.66569,IA,America/Chicago
Marcus,42.82582,-95.80751,IA,America/Chicago
Marengo,41.79806,-92.07074,IA,America/Chicago
Marion,42.03417,-91.59768,IA,America/Chicago
Marshalltown,42.04943,-92.90798,IA,America/Chicago
Mason City,43.15357,-93.20104,IA,America/Chicago
Mechanicsville,41.90446,-91.25461,IA,America/Chicago
Mediapolis,41.00809,-91.16404,IA,America/Chicago
Melcher-Dallas,41.225,-93.24132,IA,America/Chicago
Milford,43.32469,-95.15,IA,America/Chicago
Missouri Valley,41.55638,-95.88779,IA,America/Chicago
Mitchellville,41.6686,-93.35771,IA,America/Chicago
Monona,43.05165,-91.3893,IA,America/Chicago
Monroe,41.52221,-93.10187,IA,America/Chicago
Montezuma,41.58583,-92.52741,IA,America/Chicago
Monticello,42.23834,-91.18709,IA,America/Chicago
Mount Ayr,40.71471,-94.23523,IA,America/Chicago
Mount Pleasant,40.96364,-91.55794,IA,America/Chicago
Mount Vernon,41.92195,-91.41684,IA,America/Chicago
Moville,42.48888,-96.07252,IA,America/Chicago
Muscatine,41.42447,-91.04321,IA,America/Chicago
Nashua,42.95275,-92.5363,IA,America/Chicago
Nevada,42.02277,-93.45243,IA,America/Chicago
New Hampton,43.05914,-92.31768,IA,America/Chicago
New London,40.92698,-91.3996,IA,America/Chicago
New Sharon,41.47,-92.6513,IA,America/Chicago
Newton,41.69971,-93.04798,IA,America/Chicago
Nora Springs,43.14275,-93.00437,IA,America/Chicago
North English,41.5139,-92.07629,IA,America/Chicago
North Liberty,41.74918,-91.59795,IA,America/Chicago
Northwood,43.44412,-93.22104,IA,America/Chicago
Norwalk,41.47555,-93.67883,IA,America/Chicago
Oakland,42.58109,-93.44326,IA,America/Chicago
Oakland,41.30916,-95.39667,IA,America/Chicago
Oelwein,42.67332,-91.9135,IA,America/Chicago
Ogden,42.03915,-94.02773,IA,America/Chicago
Onawa,42.02665,-96.09724,IA,America/Chicago
Orange City,43.00721,-96.05835,IA,America/Chicago
Osage,43.28414,-92.81103,IA,America/Chicago
Osceola,41.03389,-93.7655,IA,America/Chicago
Oskaloosa,41.29639,-92.64436,IA,America/Chicago
Ottumwa,41.02001,-92.4113,IA,America/Chicago
Palo,42.06611,-91.79546,IA,America/Chicago
Panora,41.69165,-94.36302,IA,America/Chicago
Park View,41.6942,-90.54569,IA,America/Chicago
Parkersburg,42.57748,-92.78686,IA,America/Chicago
Paullina,42.97915,-95.68807,IA,America/Chicago
Pella,41.40805,-92.91631,IA,America/Chicago
Peosta,42.45056,-90.85041,IA,America/Chicago
Perry,41.8386,-94.10718,IA,America/Chicago
Pleasant Hill,41.58388,-93.51994,IA,America/Chicago
Pleasantville,41.38583,-93.26937,IA,America/Chicago
Pocahontas,42.73553,-94.66915,IA,America/Chicago
Polk City,41.77138,-93.713,IA,America/Chicago
Postville,43.0847,-91.5682,IA,America/Chicago
Prairie City,41.59943,-93.23521,IA,America/Chicago
Preston,42.0503,-90.41402,IA,America/Chicago
Primghar,43.08692,-95.62723,IA,America/Chicago
Red Oak,41.00972,-95.22555,IA,America/Chicago
Reinbeck,42.3236,-92.59936,IA,America/Chicago
Remsen,42.81471,-95.97335,IA,America/Chicago
Riverside,41.47974,-91.58128,IA,America/Chicago
Robins,42.07111,-91.66684,IA,America/Chicago
Rock Rapids,43.42719,-96.17586,IA,America/Chicago
Rock Valley,43.20526,-96.29503,IA,America/Chicago
Rockwell,42.98524,-93.19187,IA,America/Chicago
Rockwell City,42.39526,-94.63387,IA,America/Chicago
Roland,42.16637,-93.50188,IA,America/Chicago
Sac City,42.4222,-94.98971,IA,America/Chicago
Saint Ansgar,43.3783,-92.91881,IA,America/Chicago
Sanborn,43.18164,-95.65557,IA,America/Chicago
Saylorville,41.6786,-93.62966,IA,America/Chicago
Sergeant Bluff,42.40388,-96.35864,IA,America/Chicago
Sheffield,42.8933,-93.2152,IA,America/Chicago
Sheldon,43.18109,-95.85613,IA,America/Chicago
Shell Rock,42.71026,-92.58297,IA,America/Chicago
Shenandoah,40.76555,-95.37221,IA,America/Chicago
Sidney,40.74833,-95.6475,IA,America/Chicago
Sibley,43.39914,-95.75196,IA,America/Chicago
Sigourney,41.33334,-92.20463,IA,America/Chicago
Sioux Center,43.07971,-96.17558,IA,America/Chicago
Sioux City,42.49999,-96.40031,IA,America/Chicago
Slater,41.87776,-93.67855,IA,America/Chicago
Solon,41.80723,-91.49406,IA,America/Chicago
Spencer,43.14136,-95.14444,IA,America/Chicago
Spirit Lake,43.42218,-95.10222,IA,America/Chicago
Springville,42.05945,-91.44267,IA,America/Chicago
State Center,42.01665,-93.16354,IA,America/Chicago
Storm Lake,42.64109,-95.20972,IA,America/Chicago
Story City,42.18721,-93.59577,IA,America/Chicago
Strawberry Point,42.6836,-91.53403,IA,America/Chicago
Stuart,41.50332,-94.31857,IA,America/Chicago
Sumner,42.84748,-92.09156,IA,America/Chicago
Tama,41.96666,-92.57686,IA,America/Chicago
Tiffin,41.70585,-91.66295,IA,America/Chicago
Tipton,41.76974,-91.12793,IA,America/Chicago
Toledo,41.99555,-92.57686,IA,America/Chicago
Traer,42.1936,-92.46547,IA,America/Chicago
Tripoli,42.80804,-92.25823,IA,America/Chicago
University Heights,41.65502,-91.55684,IA,America/Chicago
Urbana,42.22416,-91.87434,IA,America/Chicago
Urbandale,41.62666,-93.71217,IA,America/Chicago
Van Meter,41.53193,-93.95412,IA,America/Chicago
Villisca,40.92971,-94.97609,IA,America/Chicago
Vinton,42.16861,-92.02351,IA,America/Chicago
Walcott,41.58475,-90.77209,IA,America/Chicago
Walford,41.87834,-91.83462,IA,America/Chicago
Wapello,41.18142,-91.18543,IA,America/Chicago
Washington,41.29918,-91.69294,IA,America/Chicago
Waterloo,42.49276,-92.34296,IA,America/Chicago
Waukee,41.61166,-93.88523,IA,America/Chicago
Waukon,43.26942,-91.4757,IA,America/Chicago
Waverly,42.72581,-92.47546,IA,America/Chicago
Webster City,42.46942,-93.81605,IA,America/Chicago
Wellman,41.46418,-91.83823,IA,America/Chicago
West Branch,41.67141,-91.34655,IA,America/Chicago
West Burlington,40.82504,-91.15654,IA,America/Chicago
West Des Moines,41.57721,-93.71133,IA,America/Chicago
West Liberty,41.57002,-91.26377,IA,America/Chicago
West Union,42.96276,-91.80822,IA,America/Chicago
Williamsburg,41.66112,-92.00907,IA,America/Chicago
Wilton,41.58892,-91.01682,IA,America/Chicago
Windsor Heights,41.59777,-93.70828,IA,America/Chicago
Winfield,41.12308,-91.44127,IA,America/Chicago
Winterset,41.33082,-94.01384,IA,America/Chicago
Woodbine,41.73832,-95.70278,IA,America/Chicago
Woodward,41.85693,-93.9219,IA,America/Chicago
Abingdon,40.80448,-90.4018,IL,America/Chicago
Addison,41.9317,-87.98896,IL,America/Chicago
Albany Park,41.96836,-87.72339,IL,America/Chicago
Aledo,41.19976,-90.74931,IL,America/Chicago
Algonquin,42.16558,-88.29425,IL,America/Chicago
Alsip,41.66892,-87.73866,IL,America/Chicago
Amboy,41.7142,-89.32871,IL,America/Chicago
Andalusia,41.4392,-90.71764,IL,America/Chicago
Antioch,42.47724,-88.09564,IL,America/Chicago
Arlington Heights,42.08836,-87.98063,IL,America/Chicago
Ashburn,41.74753,-87.71116,IL,America/Chicago
Astoria,40.22754,-90.35957,IL,America/Chicago
Atlanta,40.25948,-89.23342,IL,America/Chicago
Aurora,41.76058,-88.32007,IL,America/Chicago
Avondale,41.93892,-87.71117,IL,America/Chicago
Bannockburn,42.19336,-87.86646,IL,America/Chicago
Barrington,42.15391,-88.13619,IL,America/Chicago
Barrington Hills,42.14475,-88.15563,IL,America/Chicago
Bartlett,41.99503,-88.18563,IL,America/Chicago
Bartonville,40.65032,-89.65205,IL,America/Chicago
Batavia,41.85003,-88.31257,IL,America/Chicago
Beach Park,42.42224,-87.8573,IL,America/Chicago
Beardstown,40.01755,-90.42429,IL,America/Chicago
Beecher,41.34059,-87.62143,IL,America/Chicago
Bellevue,40.68448,-89.6801,IL,America/Chicago
Bellwood,41.88142,-87.88312,IL,America/Chicago
Belmont Cragin,41.9317,-87.76867,IL,America/Chicago
Belvidere,42.26391,-88.84427,IL,America/Chicago
Bensenville,41.95503,-87.94007,IL,America/Chicago
Berkeley,41.88892,-87.9034,IL,America/Chicago
Berwyn,41.85059,-87.79367,IL,America/Chicago
Big Rock,41.76392,-88.54702,IL,America/Chicago
Bloomingdale,41.95753,-88.0809,IL,America/Chicago
Bloomington,40.4842,-88.99369,IL,America/Chicago
Blue Island,41.65726,-87.68005,IL,America/Chicago
Bolingbrook,41.69864,-88.0684,IL,America/Chicago
Boulder Hill,41.71253,-88.33618,IL,America/Chicago
Bourbonnais,41.15376,-87.88754,IL,America/Chicago
Bradley,41.14198,-87.86115,IL,America/Chicago
Braidwood,41.26503,-88.21228,IL,America/Chicago
Bridgeport,41.83809,-87.65116,IL,America/Chicago
Bridgeview,41.75003,-87.80422,IL,America/Chicago
Brighton Park,41.81892,-87.69894,IL,America/Chicago
Broadview,41.86392,-87.85339,IL,America/Chicago
Brookfield,41.82392,-87.85173,IL,America/Chicago
Buffalo Grove,42.15141,-87.95979,IL,America/Chicago
Bull Valley,42.32058,-88.35509,IL,America/Chicago
Burbank,41.73392,-87.7795,IL,America/Chicago
Burnham,41.63892,-87.55671,IL,America/Chicago
Burr Ridge,41.74892,-87.91839,IL,America/Chicago
Bushnell,40.55282,-90.50624,IL,America/Chicago
Byron,42.12697,-89.25566,IL,America/Chicago
Calumet City,41.61559,-87.52949,IL,America/Chicago
Calumet Park,41.66281,-87.6606,IL,America/Chicago
Cambridge,41.30365,-90.1929,IL,America/Chicago
Camp Point,40.03921,-91.0693,IL,America/Chicago
Capron,42.39974,-88.74038,IL,America/Chicago
Carbon Cliff,41.49476,-90.39068,IL,America/Chicago
Carol Stream,41.91253,-88.13479,IL,America/Chicago
Carpentersville,42.12114,-88.25786,IL,America/Chicago
Carthage,40.41643,-91.13625,IL,America/Chicago
Carthage,41.91892,-89.31371,IL,America/Chicago
Cary,42.21197,-88.23814,IL,America/Chicago
Catlin,40.06504,-87.70197,IL,America/Chicago
Central City,41.23781,-88.28173,IL,America/Chicago
Champaign,40.11642,-88.24338,IL,America/Chicago
Channahon,41.42948,-88.22867,IL,America/Chicago
Channel Lake,42.47863,-88.13759,IL,America/Chicago
Chatham,41.74115,-87.61255,IL,America/Chicago
Chatsworth,40.75365,-88.29199,IL,America/Chicago
Chebanse,41.00309,-87.9081,IL,America/Chicago
Chenoa,40.7417,-88.71979,IL,America/Chicago
Cherry Valley,42.23474,-88.94899,IL,America/Chicago
Chicago,41.85003,-87.65005,IL,America/Chicago
Chicago Heights,41.50615,-87.6356,IL,America/Chicago
Chicago Lawn,41.77503,-87.69644,IL,America/Chicago
Chicago Ridge,41.70142,-87.77922,IL,America/Chicago
Chillicothe,40.92226,-89.4862,IL,America/Chicago
Cicero,41.84559,-87.75394,IL,America/Chicago
Clarendon Hills,41.79753,-87.95478,IL,America/Chicago
Clifton,40.93531,-87.93449,IL,America/Chicago
Clinton,40.15365,-88.96453,IL,America/Chicago
Coal City,41.28781,-88.28562,IL,America/Chicago
Coal Valley,41.42865,-90.46096,IL,America/Chicago
Colchester,40.42643,-90.79263,IL,America/Chicago
Colfax,40.56698,-88.61645,IL,America/Chicago
Colona,41.48392,-90.35318,IL,America/Chicago
Cortland,41.92003,-88.6887,IL,America/Chicago
Country Club Hills,41.56809,-87.72033,IL,America/Chicago
Countryside,41.78281,-87.87811,IL,America/Chicago
Crest Hill,41.55475,-88.09867,IL,America/Chicago
Crestwood,41.64463,-87.74154,IL,America/Chicago
Crete,41.44448,-87.63143,IL,America/Chicago
Creve Coeur,40.64726,-89.59121,IL,America/Chicago
Crystal Lake,42.24113,-88.3162,IL,America/Chicago
Crystal Lawns,41.57031,-88.15812,IL,America/Chicago
Cuba,40.49282,-90.19068,IL,America/Chicago
Cuba,42.18391,-88.19091,IL,America/Chicago
Danvers,40.52948,-89.17731,IL,America/Chicago
Danville,40.12448,-87.63002,IL,America/Chicago
Darien,41.75198,-87.97395,IL,America/Chicago
Davis Junction,42.10169,-89.09316,IL,America/Chicago
DeKalb,41.92947,-88.75036,IL,America/Chicago
Deer Park,42.16086,-88.08147,IL,America/Chicago
Deerfield,42.17114,-87.84451,IL,America/Chicago
Delavan,40.37254,-89.54732,IL,America/Chicago
Depue,41.3242,-89.30675,IL,America/Chicago
Des Plaines,42.03336,-87.8834,IL,America/Chicago
Diamond,41.28864,-88.25173,IL,America/Chicago
Dixmoor,41.6317,-87.66088,IL,America/Chicago
Dixon,41.83892,-89.47955,IL,America/Chicago
Dolton,41.63892,-87.60727,IL,America/Chicago
Douglas,41.83476,-87.61811,IL,America/Chicago
Downers Grove,41.80892,-88.01117,IL,America/Chicago
Dunlap,40.8617,-89.67871,IL,America/Chicago
Durand,42.4364,-89.33206,IL,America/Chicago
Dwight,41.09448,-88.42506,IL,America/Chicago
Earlville,41.58948,-88.92203,IL,America/Chicago
East Dundee,42.09891,-88.27147,IL,America/Chicago
East Dubuque,42.49223,-90.64291,IL,America/Chicago
East Garfield Park,41.88087,-87.70283,IL,America/Chicago
East Hazel Crest,41.57365,-87.64643,IL,America/Chicago
East Moline,41.50087,-90.4443,IL,America/Chicago
East Peoria,40.66615,-89.5801,IL,America/Chicago
Edgewater,41.98337,-87.66395,IL,America/Chicago
El Paso,40.7392,-89.01646,IL,America/Chicago
Elburn,41.89225,-88.4723,IL,America/Chicago
Elgin,42.03725,-88.28119,IL,America/Chicago
Elk Grove Village,42.00392,-87.97035,IL,America/Chicago
Elmhurst,41.89947,-87.94034,IL,America/Chicago
Elmwood,40.77782,-89.9665,IL,America/Chicago
Elmwood Park,41.92114,-87.80923,IL,America/Chicago
Elwood,41.40392,-88.11172,IL,America/Chicago
Englewood,41.77976,-87.64588,IL,America/Chicago
Erie,41.65642,-90.07929,IL,America/Chicago
Eureka,40.72143,-89.27286,IL,America/Chicago
Evanston,42.04114,-87.69006,IL,America/Chicago
Evergreen Park,41.72059,-87.70172,IL,America/Chicago
Fairbury,40.74726,-88.51478,IL,America/Chicago
Fairfield,42.21919,-88.06147,IL,America/Chicago
Fairmont,41.55614,-88.05923,IL,America/Chicago
Farmer City,40.24337,-88.64257,IL,America/Chicago
Farmington,40.69809,-90.00595,IL,America/Chicago
Farmington,41.94475,-88.31591,IL,America/Chicago
Fisher,40.31476,-88.35005,IL,America/Chicago
Flanagan,40.87809,-88.86118,IL,America/Chicago
Flossmoor,41.54281,-87.68477,IL,America/Chicago
Ford Heights,41.50642,-87.59171,IL,America/Chicago
Forest Lake,42.20752,-88.05563,IL,America/Chicago
Forest Park,41.87948,-87.81367,IL,America/Chicago
